Order ID,Client ID,Order Date,Ship Mode,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2015-151771,C00000103,19 September 2021,Standard Class,Corporate,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2,0.2,25.1944
US-2015-151772,C00000089,07 February 2023,Second Class,Corporate,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004
US-2015-151773,C00000551,22 October 2022,Standard Class,Corporate,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
US-2015-151774,C00000565,01 April 2021,Standard Class,Consumer,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912
US-2015-151775,C00000744,09 August 2019,First Class,Consumer,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,3,0.2,6.9132
US-2015-151776,C00000546,31 March 2021,First Class,Home Office,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0,23.384
US-2015-151777,C00000380,14 April 2023,Standard Class,Corporate,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,4,0,8.2616
US-2015-151778,C00001045,14 May 2019,Standard Class,Corporate,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,0.2,22.3776
US-2015-151779,C00000155,17 July 2021,Standard Class,Consumer,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0,19.9746
US-2015-151780,C00000469,27 May 2021,First Class,Consumer,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,12.96,2,0,6.2208
US-2015-151781,C00000708,23 December 2022,First Class,Consumer,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056,3,0.2,2.205
US-2015-151782,C00000450,06 July 2022,Standard Class,Consumer,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0,93.6988
US-2015-151783,C00000085,21 January 2023,Second Class,Consumer,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,148.32,9,0,63.7776
US-2015-151784,C00000142,07 May 2021,Standard Class,Consumer,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92,5,0.2,1.12
US-2015-151785,C00000455,01 June 2023,First Class,Consumer,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344
US-2015-151786,C00000027,09 October 2022,Standard Class,Consumer,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,4,0.1,72.358
US-2015-151787,C00000676,04 June 2023,Standard Class,Consumer,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,0,5.8233
US-2015-151788,C00001033,25 September 2023,Standard Class,Corporate,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712
US-2015-151789,C00000196,03 June 2021,Standard Class,Home Office,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,28.8,9,0.2,10.08
US-2015-151790,C00001048,30 October 2019,First Class,Corporate,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2,0.2,53.272
US-2015-151791,C00001004,17 June 2023,Standard Class,Corporate,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,0.2,-18.1808
US-2015-151792,C00000183,01 May 2019,First Class,Corporate,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24,2,0.2,53.2
US-2015-151793,C00000885,04 January 2019,First Class,Consumer,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,2.394,1,0.8,-6.3441
US-2015-151794,C00000666,22 October 2021,Second Class,Corporate,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,8,0.2,228.0792
US-2015-151795,C00001012,25 October 2022,Standard Class,Consumer,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,4.554,3,0.7,-3.4914
US-2015-151796,C00000484,14 February 2023,Same Day,Consumer,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,6.68,1,0,3.2064
US-2015-151797,C00001016,08 September 2020,Standard Class,Consumer,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",102.624,3,0.2,7.6968
US-2015-151798,C00000076,02 February 2020,Standard Class,Consumer,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,0.2,8.3524
US-2015-151799,C00000453,16 November 2019,Standard Class,Home Office,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,15.57,3,0.7,-11.418
US-2015-151800,C00000943,03 November 2022,Standard Class,Consumer,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",23.076,3,0.6,-10.9611
US-2015-151801,C00001019,12 June 2023,Standard Class,Corporate,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,3,0,41.4456
US-2015-151802,C00000625,15 January 2019,Standard Class,Consumer,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,0,36.4736
US-2015-151803,C00000081,19 August 2022,First Class,Home Office,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",128.34,6,0,37.2186
US-2015-151804,C00001022,23 June 2021,Same Day,Consumer,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",6.672,1,0.2,2.502
US-2015-151805,C00000762,14 July 2021,Standard Class,Consumer,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2,0.2,9.2386
US-2015-151806,C00000380,16 August 2023,Standard Class,Consumer,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,751.984,2,0.2,84.5982
US-2015-151807,C00000662,26 September 2021,Standard Class,Consumer,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444
US-2015-151808,C00000878,15 January 2020,Second Class,Corporate,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,3,0,148.491
US-2015-151809,C00000441,02 September 2019,Standard Class,Corporate,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12.3,5,0,6.15
US-2015-151810,C00000154,21 September 2019,Standard Class,Consumer,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,7.072,2,0.2,2.3868
US-2015-151811,C00000778,11 November 2022,Second Class,Consumer,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",13.48,1,0,3.5048
US-2015-151812,C00000762,07 January 2020,Second Class,Home Office,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.986
US-2015-151813,C00000093,09 September 2020,Standard Class,Corporate,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0,15.552
US-2015-151814,C00000915,18 May 2022,Standard Class,Home Office,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704
US-2015-151815,C00000925,28 February 2021,First Class,Consumer,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3,2,0,3.024
US-2015-151816,C00000122,05 November 2019,Standard Class,Consumer,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3,0,140.5482
US-2015-151817,C00000145,29 March 2022,Standard Class,Consumer,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0,181.9818
US-2015-151818,C00000713,27 July 2023,First Class,Consumer,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,31.968,4,0.2,2.3976
US-2015-151819,C00000032,22 July 2020,Standard Class,Corporate,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0,64.7856
US-2015-151820,C00000466,22 November 2020,Standard Class,Home Office,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736,4,0.2,7.2576
US-2015-151821,C00000504,08 October 2020,Standard Class,Corporate,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,3,0.3,-18.0882
US-2015-151822,C00000692,03 March 2020,First Class,Home Office,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,6.603
US-2015-151823,C00000608,12 January 2019,First Class,Home Office,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8,0,76.2624
US-2015-151824,C00001048,31 March 2022,Standard Class,Consumer,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",55.104,6,0.2,18.5976
US-2015-151825,C00000671,26 September 2022,Second Class,Corporate,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,4,0,96.576
US-2015-151826,C00000840,06 May 2020,Standard Class,Corporate,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.323
US-2015-151827,C00000029,27 March 2020,Standard Class,Home Office,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,4,0.7,-6.952
US-2015-151828,C00000531,19 February 2021,Standard Class,Home Office,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98,2,0,14.9556
US-2015-151829,C00000808,09 August 2023,Standard Class,Corporate,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6,0.2,13.7808
US-2015-151830,C00000409,09 March 2023,Standard Class,Corporate,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,3,0.2,35.6613
US-2015-151831,C00000045,15 June 2021,First Class,Consumer,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,0,15.372
US-2015-151832,C00000707,01 June 2023,Standard Class,Home Office,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3,0.2,15.8631
US-2015-151833,C00000894,11 May 2019,Standard Class,Consumer,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,0.4,-24.4764
US-2015-151834,C00000121,18 August 2023,Standard Class,Corporate,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,1522.638,9,0.1,169.182
US-2015-151835,C00000582,09 November 2021,Standard Class,Consumer,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,124.404,4,0.3,-21.3264
US-2015-151836,C00000398,15 November 2022,Second Class,Consumer,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.056,9,0.2,106.9578
US-2015-151837,C00000507,27 July 2019,Standard Class,Consumer,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,1079.976,4,0.4,125.9972
US-2015-151838,C00000172,13 October 2021,Standard Class,Consumer,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572
US-2015-151839,C00000375,08 November 2020,Standard Class,Corporate,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3,0.7,-7.782
US-2015-151840,C00000827,10 August 2020,Standard Class,Home Office,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",30.576,6,0.2,10.3194
US-2015-151841,C00000171,13 March 2022,Standard Class,Corporate,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.6851
US-2015-151842,C00000629,20 December 2021,Standard Class,Consumer,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984
US-2015-151843,C00000698,24 February 2019,First Class,Consumer,OFF-AR-10000658,Office Supplies,Art,Newell 324,34.65,3,0,9.702
US-2015-151844,C00000010,31 May 2022,Standard Class,Consumer,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.1579
US-2015-151845,C00000243,02 November 2020,Standard Class,Corporate,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8015
US-2015-151846,C00000060,07 September 2022,Same Day,Home Office,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098
US-2015-151847,C00000649,20 November 2022,Standard Class,Consumer,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032
US-2015-151848,C00000889,04 January 2020,Standard Class,Corporate,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,0.2,2.6412
US-2015-151849,C00000406,29 September 2023,Second Class,Consumer,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352
US-2015-151850,C00000020,04 October 2021,First Class,Consumer,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,0,18.873
US-2015-151851,C00000906,14 March 2023,Standard Class,Consumer,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.272,8,0.2,61.96
US-2015-151852,C00000787,13 August 2020,Standard Class,Consumer,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092
US-2015-151853,C00000966,22 September 2021,Same Day,Consumer,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0,7.0218
US-2015-151854,C00000846,11 April 2019,Same Day,Corporate,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448,7,0.2,12.3284
US-2015-151855,C00000113,02 September 2019,First Class,Consumer,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,-6.0192
US-2015-151856,C00000384,05 October 2021,Standard Class,Consumer,OFF-LA-10004484,Office Supplies,Labels,Avery 476,19.824,6,0.2,6.4428
US-2015-151857,C00000071,13 November 2019,Standard Class,Corporate,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5,0,423.0085
US-2015-151858,C00000091,25 August 2019,Standard Class,Home Office,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,4,0.8,-18.8364
US-2015-151859,C00000437,01 August 2023,Second Class,Consumer,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943
US-2015-151860,C00000642,01 March 2023,Standard Class,Consumer,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6,0,19.0512
US-2015-151861,C00000381,30 June 2022,Second Class,Home Office,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,8,0,13.2288
US-2015-151862,C00000180,28 May 2022,Standard Class,Consumer,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0,11.1776
US-2015-151863,C00000538,16 February 2020,Standard Class,Consumer,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,4,0,22.0472
US-2015-151864,C00000078,08 October 2021,First Class,Home Office,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,0,14.9156
US-2015-151865,C00000727,30 June 2022,Second Class,Consumer,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,7.12,5,0.2,0.712
US-2015-151866,C00000768,01 March 2021,Second Class,Consumer,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.92,6,0,4.914
US-2015-151867,C00001037,11 August 2021,Standard Class,Corporate,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,12.96,2,0,6.2208
US-2015-151868,C00000043,13 July 2022,Standard Class,Consumer,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,11.214,2,0.7,-8.5974
US-2015-151869,C00000423,05 March 2023,Second Class,Consumer,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,538.92,9,0,80.838
US-2015-151870,C00000932,05 April 2020,Second Class,Consumer,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,349.965,7,0.5,-216.9783
US-2015-151871,C00000300,15 February 2021,Second Class,Consumer,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,5,0,43.176
US-2015-151872,C00000063,10 March 2023,First Class,Corporate,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",77.58,9,0,20.1708
US-2015-151873,C00000201,05 December 2021,Standard Class,Consumer,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,33.48,2,0,1.3392
US-2015-151874,C00000856,02 February 2022,Second Class,Corporate,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,4.626,2,0.7,-3.855
US-2015-151875,C00000207,30 August 2023,First Class,Corporate,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,31.008,1,0.2,11.2404
US-2015-151876,C00000554,26 August 2023,Standard Class,Consumer,OFF-ST-10001627,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.744,3,0.2,3.6744
US-2015-151877,C00000389,05 February 2019,Standard Class,Consumer,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.6,4,0,13.32
US-2015-151878,C00000016,30 September 2020,Second Class,Corporate,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995
US-2015-151879,C00000268,02 December 2022,Standard Class,Consumer,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264
US-2015-151880,C00000611,03 January 2022,Second Class,Consumer,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,2,0,14.8
US-2015-151881,C00000649,25 August 2023,Same Day,Home Office,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,0,1.6196
US-2015-151882,C00000091,16 December 2019,Standard Class,Corporate,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-430.617
US-2015-151883,C00000331,05 June 2020,Standard Class,Consumer,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722
US-2015-151884,C00000976,29 May 2023,Standard Class,Corporate,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736
US-2015-151885,C00000565,04 June 2022,First Class,Corporate,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,2,0.2,4.4312
US-2015-151886,C00000857,27 September 2021,Standard Class,Consumer,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,2,0.2,19.824
US-2015-151887,C00000830,10 January 2021,Standard Class,Corporate,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,2,0.2,0.5244
US-2015-151888,C00000644,09 September 2021,Second Class,Consumer,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,9,0,239.9058
US-2015-151889,C00000452,16 January 2020,Standard Class,Consumer,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,350.352,4,0.4,-140.1408
US-2015-151890,C00000029,24 December 2022,Standard Class,Consumer,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,7,0,19.8716
US-2015-151891,C00000417,15 March 2019,Standard Class,Home Office,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0,152.118
US-2015-151892,C00000235,22 January 2021,Second Class,Consumer,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,55.36,4,0.2,18.684
US-2015-151893,C00000641,04 June 2020,Second Class,Consumer,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5,0,39.066
US-2015-151894,C00000911,20 February 2021,Standard Class,Corporate,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,2,0,9.6048
US-2015-151895,C00000443,14 January 2021,Standard Class,Corporate,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,8,0.8,-9.1648
US-2015-151896,C00000044,15 January 2020,Standard Class,Corporate,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225
US-2015-151897,C00000568,13 September 2020,Second Class,Home Office,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,3,0,1.872
US-2015-151898,C00000210,12 April 2020,Second Class,Consumer,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0,16.2486
US-2015-151899,C00000943,30 September 2019,First Class,Consumer,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0,3.2352
US-2015-151900,C00000528,29 November 2022,Standard Class,Consumer,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,3,0,2.904
US-2015-151901,C00000382,10 January 2020,Same Day,Consumer,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,3,0.2,1.9602
US-2015-151902,C00000031,02 February 2019,Standard Class,Home Office,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0,219.4514
US-2015-151903,C00000006,25 April 2023,Standard Class,Consumer,OFF-LA-10004178,Office Supplies,Labels,Avery 491,13.216,4,0.2,4.2952
US-2015-151904,C00000925,29 January 2023,Standard Class,Home Office,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,0,5.7594
US-2015-151905,C00000258,07 January 2019,Second Class,Home Office,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.352,3,0.2,23.235
US-2015-151906,C00000730,19 July 2020,Standard Class,Home Office,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.3744
US-2015-151907,C00000342,23 February 2023,Standard Class,Home Office,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168
US-2015-151908,C00000934,17 June 2020,Standard Class,Corporate,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,0,11.68
US-2015-151909,C00000062,28 November 2020,Standard Class,Consumer,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0,0.9468
US-2015-151910,C00000517,10 October 2020,Standard Class,Corporate,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0,0.2198
US-2015-151911,C00000672,12 October 2019,Standard Class,Home Office,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
US-2015-151912,C00000529,20 April 2019,Standard Class,Consumer,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7,0,6.6584
US-2015-151913,C00000585,10 August 2020,Same Day,Consumer,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346
US-2015-151914,C00000765,01 September 2023,Standard Class,Consumer,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5,0.2,9.92
US-2015-151915,C00000818,10 November 2020,Same Day,Corporate,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024,6,0.2,3.1584
US-2015-151916,C00000922,30 January 2021,First Class,Consumer,OFF-FA-10001229,Office Supplies,Fasteners,Staples,7.86,2,0,3.6156
US-2015-151917,C00000289,06 August 2019,Standard Class,Corporate,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,0,3.178
US-2015-151918,C00000578,22 September 2019,Second Class,Consumer,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,3,0.2,3.0861
US-2015-151919,C00000986,03 March 2021,Standard Class,Home Office,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0,0
US-2015-151920,C00000284,05 August 2021,Second Class,Consumer,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.6888
US-2015-151921,C00000584,13 January 2021,First Class,Home Office,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,0,2.528
US-2015-151922,C00000016,27 May 2020,Standard Class,Consumer,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,248.08,7,0,116.5976
US-2015-151923,C00000557,29 November 2020,Standard Class,Home Office,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5,0,20.539
US-2015-151924,C00000896,30 January 2019,Standard Class,Home Office,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,37.52,5,0.2,3.752
US-2015-151925,C00000360,25 April 2020,Second Class,Corporate,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488
US-2015-151926,C00000063,16 February 2021,Standard Class,Home Office,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,19.648,2,0.2,6.6312
US-2015-151927,C00000826,10 December 2021,Same Day,Consumer,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21.12,5,0.2,6.6
US-2015-151928,C00000882,09 January 2020,Second Class,Consumer,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42,3,0,41.8608
US-2015-151929,C00000980,13 December 2022,Same Day,Consumer,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752,7,0.2,19.4194
US-2015-151930,C00000070,02 January 2023,Standard Class,Consumer,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.176
US-2015-151931,C00000181,02 October 2022,Second Class,Corporate,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,4.356,2,0.8,-11.7612
