Order ID,Client ID,Order Date,Segment,Product ID,Product Name,Sales,Quantity
US-2015-158069,C00000849,"Wednesday, March 31, 2021",Consumer,OFF-ST-10003816,Fellowes High-Stak Drawer Files,281.904,2
US-2015-158118,C00000649,"Wednesday, March 31, 2021",Consumer,FUR-FU-10002045,"Executive Impressions 14""",111.15,5
US-2015-159558,C00000172,"Wednesday, March 31, 2021",Consumer,OFF-PA-10003302,Xerox 1906,318.96,9
US-2015-154320,C00000994,"Thursday, April 1, 2021",Consumer,OFF-PA-10001125,Xerox 1988,92.94,3
US-2015-155846,C00000567,"Thursday, April 1, 2021",Home Office,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,511.5,5
US-2015-156258,C00000233,"Thursday, April 1, 2021",Home Office,OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",443.92,4
US-2015-157152,C00000242,"Thursday, April 1, 2021",Home Office,OFF-ST-10004946,Desktop 3-Pocket Hot File,216.4,4
US-2015-160007,C00000337,"Thursday, April 1, 2021",Consumer,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2
US-2015-153318,C00000851,"Friday, April 2, 2021",Corporate,TEC-PH-10001527,Plantronics MX500i Earset,85.9,2
US-2015-154432,C00000765,"Friday, April 2, 2021",Consumer,OFF-FA-10000611,Binder Clips by OIC,2.368,2
US-2015-155987,C00000271,"Friday, April 2, 2021",Consumer,FUR-FU-10004351,Staple-based wall hangings,23.376,3
US-2015-158251,C00000232,"Friday, April 2, 2021",Consumer,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,5
US-2015-159714,C00000100,"Friday, April 2, 2021",Consumer,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7
US-2015-160232,C00000210,"Friday, April 2, 2021",Corporate,OFF-AR-10004269,Newell 31,24.78,6
US-2015-151431,C00000911,"Saturday, April 3, 2021",Corporate,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6
US-2015-155380,C00000271,"Saturday, April 3, 2021",Corporate,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,31.68,4
US-2015-155835,C00000070,"Saturday, April 3, 2021",Consumer,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",13.698,3
US-2015-155921,C00000102,"Saturday, April 3, 2021",Home Office,OFF-AR-10000614,Barrel Sharpener,14.28,4
US-2015-157474,C00000064,"Saturday, April 3, 2021",Home Office,OFF-PA-10002923,Xerox 1942,195.76,4
US-2015-159140,C00000691,"Saturday, April 3, 2021",Corporate,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,239.97,3
US-2015-159175,C00000652,"Saturday, April 3, 2021",Corporate,OFF-AR-10003477,4009 Highlighters,8.04,6
US-2015-152674,C00000641,"Sunday, April 4, 2021",Consumer,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,327.76,8
US-2015-152965,C00000008,"Sunday, April 4, 2021",Home Office,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5
US-2015-154025,C00000749,"Sunday, April 4, 2021",Consumer,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,40.68,3
US-2015-155645,C00000021,"Sunday, April 4, 2021",Corporate,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",282.888,9
US-2015-156833,C00001003,"Sunday, April 4, 2021",Consumer,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,53.25,3
US-2015-157254,C00000680,"Sunday, April 4, 2021",Consumer,OFF-AR-10004272,Newell 308,5.04,3
US-2015-158842,C00000537,"Sunday, April 4, 2021",Consumer,TEC-PH-10004977,GE 30524EE4,391.98,2
US-2015-159606,C00000078,"Sunday, April 4, 2021",Consumer,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,19.968,2
US-2015-152384,C00001012,"Monday, April 5, 2021",Home Office,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,149.97,3
US-2015-152962,C00000932,"Monday, April 5, 2021",Home Office,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,13.848,3
US-2015-154502,C00000221,"Monday, April 5, 2021",Consumer,FUR-BO-10004467,Bestar Classic Bookcase,254.9745,3
US-2015-155186,C00001024,"Monday, April 5, 2021",Consumer,OFF-PA-10001019,Xerox 1884,47.952,3
US-2015-159079,C00000788,"Monday, April 5, 2021",Home Office,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2
US-2015-160604,C00000267,"Monday, April 5, 2021",Home Office,OFF-BI-10000145,Zipper Ring Binder Pockets,3.744,4
US-2015-151195,C00000865,"Tuesday, April 6, 2021",Home Office,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4
US-2015-151701,C00000135,"Tuesday, April 6, 2021",Corporate,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1
US-2015-152137,C00000889,"Tuesday, April 6, 2021",Corporate,OFF-PA-10003893,Xerox 1962,30.816,9
US-2015-155054,C00000148,"Tuesday, April 6, 2021",Consumer,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,275.928,3
US-2015-155476,C00000660,"Tuesday, April 6, 2021",Home Office,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",6.368,2
US-2015-157311,C00000448,"Tuesday, April 6, 2021",Consumer,OFF-AR-10000390,Newell Chalk Holder,12.39,3
US-2015-157802,C00000149,"Tuesday, April 6, 2021",Corporate,OFF-AR-10002255,Newell 346,5.76,2
US-2015-159055,C00000122,"Tuesday, April 6, 2021",Corporate,OFF-PA-10002036,Xerox 1930,31.104,6
US-2015-160302,C00001001,"Tuesday, April 6, 2021",Corporate,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2
US-2015-151582,C00000019,"Wednesday, April 7, 2021",Corporate,FUR-FU-10003577,Nu-Dell Leatherette Frames,45.888,4
US-2015-154387,C00000812,"Wednesday, April 7, 2021",Consumer,OFF-ST-10001325,Sterilite Officeware Hinged File Box,31.44,3
US-2015-155353,C00001043,"Wednesday, April 7, 2021",Consumer,OFF-ST-10001325,Sterilite Officeware Hinged File Box,16.768,2
US-2015-155827,C00001033,"Wednesday, April 7, 2021",Corporate,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,1487.976,3
US-2015-156006,C00000013,"Wednesday, April 7, 2021",Home Office,OFF-EN-10003040,Quality Park Security Envelopes,104.68,5
US-2015-157208,C00000019,"Wednesday, April 7, 2021",Home Office,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958,7
US-2015-152156,C00000620,"Thursday, April 8, 2021",Home Office,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,11199.968,4
US-2015-152307,C00000096,"Thursday, April 8, 2021",Corporate,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3
US-2015-152844,C00000494,"Thursday, April 8, 2021",Corporate,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28,6
US-2015-153224,C00000841,"Thursday, April 8, 2021",Consumer,OFF-SU-10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles,37.752,3
US-2015-155496,C00000394,"Thursday, April 8, 2021",Consumer,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2
US-2015-155939,C00000241,"Thursday, April 8, 2021",Home Office,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",69.264,2
US-2015-158412,C00000059,"Thursday, April 8, 2021",Consumer,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",382.116,6
US-2015-158645,C00000001,"Thursday, April 8, 2021",Home Office,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3
US-2015-159378,C00000259,"Thursday, April 8, 2021",Consumer,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",1038.84,5
US-2015-159941,C00000251,"Thursday, April 8, 2021",Consumer,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,285.576,4
US-2015-151517,C00000417,"Friday, April 9, 2021",Home Office,TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,7
US-2015-152856,C00000709,"Friday, April 9, 2021",Consumer,OFF-FA-10003112,Staples,7.89,1
US-2015-154354,C00000352,"Friday, April 9, 2021",Consumer,OFF-PA-10000327,Xerox 1971,42.8,10
US-2015-154943,C00000202,"Friday, April 9, 2021",Consumer,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,36.048,3
US-2015-155462,C00000675,"Friday, April 9, 2021",Corporate,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,79.44,3
US-2015-155892,C00001027,"Friday, April 9, 2021",Corporate,OFF-LA-10004544,Avery 505,23.68,2
US-2015-156573,C00000765,"Friday, April 9, 2021",Consumer,FUR-CH-10000988,Hon Olson Stacker Stools,225.296,2
US-2015-156586,C00000424,"Friday, April 9, 2021",Consumer,OFF-PA-10001497,Xerox 1914,274.8,5
US-2015-158240,C00000228,"Friday, April 9, 2021",Consumer,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,55.992,1
US-2015-158592,C00000773,"Friday, April 9, 2021",Consumer,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6
US-2015-158703,C00000375,"Friday, April 9, 2021",Consumer,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,81.08,4
US-2015-154003,C00000112,"Saturday, April 10, 2021",Consumer,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,409.9992,3
US-2015-155509,C00000610,"Saturday, April 10, 2021",Home Office,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",310.12,2
US-2015-158117,C00000664,"Saturday, April 10, 2021",Home Office,OFF-AR-10001419,Newell 325,37.17,9
US-2015-155566,C00000209,"Sunday, April 11, 2021",Consumer,OFF-BI-10000773,Insertable Tab Post Binder Dividers,7.218,3
US-2015-155797,C00000592,"Sunday, April 11, 2021",Corporate,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32,7
US-2015-156593,C00000204,"Sunday, April 11, 2021",Corporate,OFF-LA-10001474,Avery 477,146.544,6
US-2015-157512,C00000421,"Sunday, April 11, 2021",Consumer,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",11.62,2
US-2015-157699,C00000587,"Sunday, April 11, 2021",Consumer,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,8.134,7
US-2015-160355,C00000789,"Sunday, April 11, 2021",Consumer,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7
US-2015-150985,C00001013,"Monday, April 12, 2021",Consumer,FUR-CH-10003061,"Global Leather Task Chair, Black",269.97,3
US-2015-151125,C00000168,"Monday, April 12, 2021",Consumer,OFF-SU-10001935,Staple remover,4.36,2
US-2015-155241,C00000645,"Monday, April 12, 2021",Home Office,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,1633.188,4
US-2015-155823,C00001001,"Monday, April 12, 2021",Corporate,OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4
US-2015-156184,C00000898,"Monday, April 12, 2021",Home Office,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,371.97,3
US-2015-156433,C00000573,"Monday, April 12, 2021",Corporate,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,12.16,5
US-2015-156568,C00000923,"Monday, April 12, 2021",Home Office,OFF-PA-10000157,Xerox 191,59.94,3
US-2015-157400,C00000690,"Monday, April 12, 2021",Consumer,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,25.11,3
US-2015-158424,C00000110,"Monday, April 12, 2021",Consumer,OFF-BI-10000320,GBC Plastic Binding Combs,29.52,4
US-2015-159035,C00000074,"Monday, April 12, 2021",Consumer,OFF-AR-10002067,Newell 334,15.872,1
US-2015-159868,C00000864,"Monday, April 12, 2021",Corporate,OFF-EN-10001415,Staple envelope,11.16,2
US-2015-157210,C00000071,"Tuesday, April 13, 2021",Consumer,OFF-BI-10004364,Storex Dura Pro Binders,5.346,3
US-2015-152409,C00000724,"Wednesday, April 14, 2021",Consumer,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",7.78,1
US-2015-155809,C00000327,"Wednesday, April 14, 2021",Home Office,OFF-PA-10000788,Xerox 210,10.368,2
US-2015-157969,C00001011,"Wednesday, April 14, 2021",Corporate,TEC-PH-10000895,Polycom VVX 310 VoIP phone,359.98,2
US-2015-151513,C00000858,"Thursday, April 15, 2021",Consumer,OFF-AP-10002082,Holmes HEPA Air Purifier,65.34,3
US-2015-153294,C00000793,"Thursday, April 15, 2021",Corporate,FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,3
US-2015-154721,C00000916,"Thursday, April 15, 2021",Consumer,OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",16.52,4
US-2015-155378,C00000500,"Thursday, April 15, 2021",Consumer,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3
US-2015-156852,C00000039,"Thursday, April 15, 2021",Consumer,TEC-AC-10001432,Enermax Aurora Lite Keyboard,390.75,5
US-2015-157924,C00000067,"Thursday, April 15, 2021",Corporate,OFF-LA-10002762,Avery 485,50.12,4
US-2015-151640,C00001048,"Friday, April 16, 2021",Consumer,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3
US-2015-154634,C00000170,"Friday, April 16, 2021",Consumer,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,902.712,3
US-2015-155059,C00000246,"Friday, April 16, 2021",Home Office,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,2549.985,5
US-2015-158001,C00000884,"Friday, April 16, 2021",Home Office,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",35.28,3
US-2015-160349,C00000950,"Friday, April 16, 2021",Consumer,TEC-PH-10000526,Vtech CS6719,537.544,7
US-2015-152343,C00000296,"Saturday, April 17, 2021",Consumer,OFF-ST-10004258,Portable Personal File Box,36.63,3
US-2015-153689,C00000383,"Saturday, April 17, 2021",Consumer,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,315.98,1
US-2015-154298,C00000639,"Saturday, April 17, 2021",Consumer,OFF-PA-10003172,Xerox 1996,12.96,2
US-2015-158766,C00000724,"Saturday, April 17, 2021",Home Office,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3
US-2015-159288,C00000120,"Saturday, April 17, 2021",Home Office,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6
US-2015-159687,C00000945,"Saturday, April 17, 2021",Consumer,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3
US-2015-160568,C00000777,"Saturday, April 17, 2021",Corporate,OFF-LA-10004008,Avery 507,18.432,8
US-2015-154205,C00000305,"Sunday, April 18, 2021",Corporate,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2
US-2015-155204,C00000024,"Sunday, April 18, 2021",Consumer,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,673.568,2
US-2015-156670,C00000598,"Sunday, April 18, 2021",Consumer,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,252.784,4
US-2015-151378,C00000231,"Monday, April 19, 2021",Consumer,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,34.944,3
US-2015-153038,C00000878,"Monday, April 19, 2021",Consumer,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",384.174,7
US-2015-154907,C00000087,"Monday, April 19, 2021",Home Office,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6
US-2015-156187,C00000331,"Monday, April 19, 2021",Consumer,OFF-BI-10002976,ACCOHIDE Binder by Acco,16.52,5
US-2015-156629,C00000950,"Monday, April 19, 2021",Corporate,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",481.568,2
US-2015-157657,C00000376,"Monday, April 19, 2021",Consumer,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",14.136,2
US-2015-158585,C00000873,"Monday, April 19, 2021",Consumer,FUR-FU-10002505,Eldon 100 Class Desk Accessories,4.044,3
US-2015-160612,C00000602,"Monday, April 19, 2021",Corporate,FUR-CH-10004754,"Global Stack Chair with Arms, Black",47.968,2
US-2015-154718,C00001006,"Tuesday, April 20, 2021",Home Office,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3
US-2015-154945,C00000755,"Tuesday, April 20, 2021",Consumer,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",28.782,6
US-2015-155633,C00000781,"Tuesday, April 20, 2021",Consumer,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,393.25,5
US-2015-157284,C00000835,"Tuesday, April 20, 2021",Consumer,OFF-AR-10002766,Prang Drawing Pencil Set,20.016,9
US-2015-158995,C00000774,"Tuesday, April 20, 2021",Consumer,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,1432,5
US-2015-159019,C00000474,"Tuesday, April 20, 2021",Consumer,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6
US-2015-160017,C00000298,"Tuesday, April 20, 2021",Consumer,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,113.73,3
US-2015-150675,C00000162,"Wednesday, April 21, 2021",Home Office,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,896.328,9
US-2015-153320,C00000778,"Wednesday, April 21, 2021",Corporate,FUR-TA-10002607,KI Conference Tables,347.361,7
US-2015-154759,C00000789,"Wednesday, April 21, 2021",Home Office,OFF-FA-10002988,Ideal Clamps,4.02,2
US-2015-154889,C00000632,"Wednesday, April 21, 2021",Consumer,OFF-BI-10004826,JM Magazine Binder,39.624,3
US-2015-157576,C00000590,"Wednesday, April 21, 2021",Consumer,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2
US-2015-157885,C00000315,"Wednesday, April 21, 2021",Corporate,OFF-PA-10000019,Xerox 1931,25.92,4
US-2015-158912,C00000421,"Wednesday, April 21, 2021",Home Office,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,33.48,4
US-2015-158925,C00000485,"Wednesday, April 21, 2021",Consumer,OFF-PA-10002923,Xerox 1942,48.94,1
US-2015-159002,C00000006,"Wednesday, April 21, 2021",Consumer,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,666.248,1
US-2015-159750,C00000755,"Wednesday, April 21, 2021",Consumer,OFF-PA-10003673,Strathmore Photo Mount Cards,21.696,4
US-2015-160224,C00000864,"Wednesday, April 21, 2021",Home Office,OFF-BI-10003707,Aluminum Screw Posts,9.156,2
US-2015-153481,C00000684,"Thursday, April 22, 2021",Consumer,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,52.68,3
US-2015-153789,C00000588,"Thursday, April 22, 2021",Consumer,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,9892.74,13
US-2015-156026,C00000927,"Thursday, April 22, 2021",Consumer,OFF-PA-10001800,Xerox 220,19.44,3
US-2015-156733,C00000440,"Thursday, April 22, 2021",Consumer,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,13.88,5
US-2015-157000,C00000614,"Thursday, April 22, 2021",Consumer,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7
US-2015-158110,C00000064,"Thursday, April 22, 2021",Corporate,FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2
US-2015-158339,C00000767,"Thursday, April 22, 2021",Corporate,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,13.092,4
US-2015-159072,C00000186,"Thursday, April 22, 2021",Consumer,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3
US-2015-160489,C00000303,"Thursday, April 22, 2021",Home Office,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,2
US-2015-150900,C00000562,"Friday, April 23, 2021",Corporate,OFF-FA-10000611,Binder Clips by OIC,3.552,3
US-2015-152839,C00000912,"Friday, April 23, 2021",Home Office,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33.376,4
US-2015-153451,C00000812,"Friday, April 23, 2021",Consumer,OFF-BI-10002867,GBC Recycled Regency Composition Covers,478.24,8
US-2015-155368,C00000251,"Friday, April 23, 2021",Consumer,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064,4
US-2015-155824,C00000450,"Friday, April 23, 2021",Corporate,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,9.81,5
US-2015-153045,C00000142,"Saturday, April 24, 2021",Consumer,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,123.144,7
US-2015-153697,C00000981,"Saturday, April 24, 2021",Corporate,TEC-PH-10001557,Pyle PMP37LED,287.97,3
US-2015-154410,C00000235,"Saturday, April 24, 2021",Home Office,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,155.372,2
US-2015-156974,C00000215,"Saturday, April 24, 2021",Corporate,TEC-CO-10002313,Canon PC1080F Personal Copier,599.99,1
US-2015-157568,C00000310,"Saturday, April 24, 2021",Consumer,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92,5
US-2015-158287,C00000093,"Saturday, April 24, 2021",Corporate,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,1
US-2015-159291,C00000315,"Saturday, April 24, 2021",Consumer,OFF-FA-10003495,Staples,58.368,12
US-2015-153960,C00000584,"Sunday, April 25, 2021",Consumer,OFF-PA-10001934,Xerox 1993,12.96,2
US-2015-154460,C00000462,"Sunday, April 25, 2021",Consumer,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,64.96,2
US-2015-155451,C00000943,"Sunday, April 25, 2021",Consumer,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3
US-2015-155961,C00000713,"Sunday, April 25, 2021",Corporate,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",70.464,6
US-2015-157503,C00000076,"Sunday, April 25, 2021",Home Office,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4
US-2015-157627,C00000374,"Sunday, April 25, 2021",Corporate,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,2
US-2015-159561,C00000379,"Sunday, April 25, 2021",Home Office,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,47.79,3
US-2015-160375,C00000688,"Sunday, April 25, 2021",Consumer,OFF-SU-10001225,Staple remover,7.36,2
US-2015-153023,C00000001,"Monday, April 26, 2021",Consumer,FUR-CH-10002961,"Leather Task Chair, Black",218.352,3
US-2015-153747,C00000120,"Monday, April 26, 2021",Consumer,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,520.464,2
US-2015-154255,C00001043,"Monday, April 26, 2021",Consumer,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.984,2
US-2015-154749,C00000589,"Monday, April 26, 2021",Corporate,OFF-AR-10004757,Crayola Colored Pencils,7.872,3
US-2015-156175,C00000317,"Monday, April 26, 2021",Consumer,TEC-PH-10000562,Samsung Convoy 3,221.98,2
US-2015-156950,C00000679,"Monday, April 26, 2021",Consumer,TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4
US-2015-157712,C00000898,"Monday, April 26, 2021",Home Office,OFF-EN-10001415,Staple envelope,4.464,1
US-2015-159682,C00000195,"Monday, April 26, 2021",Home Office,OFF-BI-10003166,GBC Plasticlear Binding Covers,13.776,6
US-2015-159744,C00000275,"Monday, April 26, 2021",Consumer,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,103.6,7
US-2015-160591,C00000162,"Monday, April 26, 2021",Consumer,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1
US-2015-151344,C00000428,"Tuesday, April 27, 2021",Consumer,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25,5
US-2015-157621,C00000140,"Tuesday, April 27, 2021",Consumer,FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,4
US-2015-158894,C00000673,"Tuesday, April 27, 2021",Home Office,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5
US-2015-158993,C00000789,"Tuesday, April 27, 2021",Consumer,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,5
US-2015-154259,C00000406,"Wednesday, April 28, 2021",Corporate,FUR-TA-10002607,KI Conference Tables,283.56,4
US-2015-155821,C00000835,"Wednesday, April 28, 2021",Home Office,FUR-CH-10001394,Global Leather Executive Chair,842.376,3
US-2015-159061,C00000726,"Wednesday, April 28, 2021",Consumer,OFF-PA-10003823,Xerox 197,123.92,4
US-2015-160576,C00000190,"Wednesday, April 28, 2021",Corporate,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,3
US-2015-151726,C00000856,"Thursday, April 29, 2021",Corporate,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,44.672,8
US-2015-151761,C00000890,"Thursday, April 29, 2021",Corporate,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",34.77,3
US-2015-152800,C00000084,"Thursday, April 29, 2021",Corporate,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,2.376,3
US-2015-153463,C00001047,"Thursday, April 29, 2021",Consumer,OFF-PA-10001569,Xerox 232,71.28,11
US-2015-154926,C00000023,"Thursday, April 29, 2021",Consumer,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,286.256,1
US-2015-158501,C00000095,"Thursday, April 29, 2021",Consumer,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7
US-2015-151330,C00000268,"Friday, April 30, 2021",Home Office,OFF-ST-10000617,Woodgrain Magazine Files by Perma,4.768,2
US-2015-151737,C00000678,"Friday, April 30, 2021",Corporate,OFF-SU-10000646,Premier Automatic Letter Opener,961.48,5
US-2015-151832,C00000707,"Friday, April 30, 2021",Home Office,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3
US-2015-152349,C00000156,"Friday, April 30, 2021",Home Office,OFF-AR-10003651,Newell 350,5.248,2
US-2015-154910,C00001048,"Friday, April 30, 2021",Consumer,OFF-AR-10000122,Newell 314,35.712,8
US-2015-155313,C00000989,"Friday, April 30, 2021",Corporate,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,4
US-2015-155354,C00000341,"Friday, April 30, 2021",Home Office,OFF-PA-10000605,Xerox 1950,28.9,5
